frame_index,time_sec,point_count,imu_status,imu_status_label,mapping_confidence
743,74.302075235,19968,0,stable,high
744,74.401746352,20064,0,stable,high
745,74.501730011,19968,0,stable,high
746,74.60204671700001,19968,0,stable,high
747,74.702366122,20064,0,stable,high
748,74.80172072,19968,0,stable,high
749,74.90209958300001,20064,0,stable,high
750,75.001604719,19968,0,stable,high
751,75.102608035,19968,0,stable,high
752,75.201755562,20064,0,stable,high
753,75.30167806600001,19968,0,stable,high
754,75.402011388,19968,0,stable,high
755,75.50194751000001,20064,0,stable,high
756,75.601744837,19968,0,stable,high
757,75.70179418100001,19968,0,stable,high
758,75.80187827200001,19968,0,stable,high
759,75.902119493,20064,0,stable,high
760,76.001742093,19968,0,stable,high
761,76.10189740700001,19968,0,stable,high
762,76.202090584,20064,0,stable,high
763,76.301568878,19968,0,stable,high
764,76.401937745,19968,0,stable,high
765,76.501903928,20064,0,stable,high
766,76.60202426500001,19968,0,stable,high
767,76.702075421,20064,0,stable,high
768,76.80168697900001,19968,0,stable,high
769,76.901701575,19968,0,stable,high
770,77.001277762,19968,0,stable,high
771,77.10204790200001,20064,0,stable,high
772,77.202490913,19968,0,stable,high
773,77.30170522200001,20064,0,stable,high
774,77.40204621400001,19968,0,stable,high
775,77.50177575100001,19968,0,stable,high
776,77.60202795800001,19968,0,stable,high
777,77.702080333,20064,0,stable,high
778,77.80203219100001,19968,0,stable,high
779,77.902508098,19968,0,stable,high
780,78.00288196700001,20064,0,stable,high
781,78.102017532,19968,0,stable,high
782,78.20179694000001,19968,0,stable,high
783,78.301751386,20064,0,stable,high
784,78.401903868,19968,0,stable,high
785,78.501978834,19968,0,stable,high
786,78.602011438,20064,0,stable,high
787,78.7019429,19968,0,stable,high
788,78.802180777,19968,0,stable,high
789,78.901835418,20064,0,stable,high
790,79.002125727,19968,0,stable,high
791,79.10211326000001,19968,0,stable,high
792,79.201774446,20064,0,stable,high
793,79.302127755,19968,0,stable,high
794,79.40190883800001,19968,0,stable,high
795,79.50182500400001,20064,0,stable,high
796,79.602084917,19968,0,stable,high
797,79.70167282300001,19968,0,stable,high
798,79.801837237,20064,0,stable,high
799,79.90184529300001,19968,0,stable,high
800,80.002126493,19968,0,stable,high
801,80.101677569,20064,0,stable,high
802,80.20179371900001,19968,0,stable,high
803,80.301903218,20064,0,stable,high
804,80.401815325,19968,0,stable,high
805,80.501775412,19968,0,stable,high
806,80.601835925,19968,0,stable,high
807,80.701855574,20064,0,stable,high
808,80.802233849,19968,0,stable,high
809,80.9022446,19968,0,stable,high
810,81.002145654,20064,0,stable,high
811,81.10236973100001,19968,0,stable,high
812,81.20185549700001,19968,0,stable,high
813,81.301421957,19968,0,stable,high
814,81.402075057,20064,0,stable,high
815,81.50209624600001,19968,0,stable,high
816,81.60147175600001,19968,0,stable,high
817,81.70141971400001,20064,0,stable,high
818,81.802142727,19968,0,stable,high
819,81.901442681,19968,0,stable,high
820,82.00176428200001,20064,0,stable,high
821,82.10231018200001,19968,0,stable,high
822,82.201347529,19968,0,stable,high
823,82.302231477,20064,0,stable,high
824,82.401489095,19968,0,stable,high
825,82.50186193600001,20064,0,stable,high
826,82.601786149,19968,1,moving,medium
827,82.70187602600001,20064,2,unstable,low
828,82.80212425,19968,2,unstable,low
829,82.901870126,19968,2,unstable,low
830,83.00180186600001,19968,2,unstable,low
831,83.10140643300001,19968,2,unstable,low
832,83.20182375,20064,2,unstable,low
833,83.301755713,19968,2,unstable,low
834,83.402125634,20064,2,unstable,low
835,83.501941751,19968,2,unstable,low
836,83.60187991100001,19968,2,unstable,low
837,83.701393126,20064,2,unstable,low
838,83.801884032,19968,2,unstable,low
839,83.902119131,19968,2,unstable,low
840,84.002010995,20064,1,moving,medium
841,84.102036693,19968,1,moving,medium
842,84.202024436,19968,1,moving,medium
843,84.302067068,20064,0,stable,high
844,84.401750788,19968,0,stable,high
845,84.50229950900001,19968,0,stable,high
846,84.602057524,20064,0,stable,high
847,84.70191020300001,19968,0,stable,high
848,84.80204626400001,19968,0,stable,high
849,84.901963803,20064,0,stable,high
850,85.00192050400001,19968,0,stable,high
851,85.10231324,19968,0,stable,high
852,85.2019363,20064,0,stable,high
853,85.30153623400001,19872,0,stable,high
854,85.402012309,20064,0,stable,high
855,85.501587087,19968,0,stable,high
856,85.60207174700001,20064,0,stable,high
857,85.702059766,19968,0,stable,high
858,85.80188848600001,20064,0,stable,high
859,85.901547589,19872,0,stable,high
860,86.00210581600001,20064,0,stable,high
861,86.102499691,20064,0,stable,high
862,86.20226492600001,19968,0,stable,high
863,86.30208822200001,19968,0,stable,high
864,86.401497311,19968,0,stable,high
865,86.50214502700001,20064,0,stable,high
866,86.602094803,19968,2,unstable,low
867,86.70166215500001,19968,1,moving,medium
868,86.801606526,19968,2,unstable,low
869,86.902048676,20064,2,unstable,low
870,87.001511245,19968,2,unstable,low
871,87.102277028,20064,2,unstable,low
872,87.20206715,19968,2,unstable,low
873,87.30146339000001,19968,2,unstable,low
874,87.40206085300001,20064,2,unstable,low
875,87.501965884,19968,2,unstable,low
876,87.601614044,19968,2,unstable,low
877,87.702113783,20064,2,unstable,low
878,87.801956925,19968,2,unstable,low
879,87.90158260300001,19968,2,unstable,low
880,88.001713429,19968,2,unstable,low
881,88.10196140900001,20064,2,unstable,low
882,88.201681662,19968,2,unstable,low
883,88.30170392500001,19968,2,unstable,low
884,88.40188476300001,20064,2,unstable,low
885,88.502284677,20064,2,unstable,low
886,88.601979426,19968,2,unstable,low
887,88.702191293,19968,2,unstable,low
888,88.801641055,20064,2,unstable,low
889,88.901942918,19968,2,unstable,low
890,89.00202285200001,19968,2,unstable,low
891,89.101984204,19968,2,unstable,low
892,89.20201407100001,20064,2,unstable,low
893,89.301872054,20064,2,unstable,low
894,89.402117378,19968,2,unstable,low
895,89.50223264600001,19968,2,unstable,low
896,89.60186701800001,20064,1,moving,medium
897,89.701779531,19872,1,moving,medium
898,89.80163112800001,20064,0,stable,high
899,89.902365367,19968,0,stable,high
900,90.001685394,19968,0,stable,high
901,90.1020764,20064,0,stable,high
902,90.201728514,19872,0,stable,high
903,90.30167022,20160,0,stable,high
904,90.401633202,19968,0,stable,high
905,90.501715285,19968,0,stable,high
906,90.602052521,19968,0,stable,high
907,90.701898118,20064,0,stable,high
908,90.802608984,19968,0,stable,high
909,90.902020988,19968,0,stable,high
910,91.001754216,20064,0,stable,high
911,91.102060836,19968,0,stable,high
912,91.201576177,19968,0,stable,high
913,91.301840924,20064,0,stable,high
914,91.402022603,19968,0,stable,high
915,91.501992188,20064,0,stable,high
916,91.602196472,19968,0,stable,high
917,91.701888343,19968,0,stable,high
918,91.801765558,20064,0,stable,high
919,91.90214308,19968,0,stable,high
920,92.001813072,19968,0,stable,high
921,92.102273012,20064,0,stable,high
922,92.201926118,19968,0,stable,high
923,92.30172772,19968,0,stable,high
924,92.401981459,20064,0,stable,high
925,92.502684956,19968,0,stable,high
926,92.601777076,19968,0,stable,high
927,92.701919098,20064,0,stable,high
928,92.801831955,19968,0,stable,high
929,92.901888772,19968,0,stable,high
930,93.001709354,20064,0,stable,high
931,93.101840211,19872,0,stable,high
932,93.202201927,20064,1,moving,medium
933,93.30198028,19968,0,stable,high
934,93.401822204,20064,0,stable,high
935,93.502179282,19968,0,stable,high
936,93.601828785,20064,0,stable,high
937,93.702156819,19968,0,stable,high
938,93.802126842,19968,0,stable,high
939,93.902057237,19968,0,stable,high
940,94.002015069,20064,0,stable,high
941,94.102097725,19968,0,stable,high
942,94.201777563,19968,0,stable,high
943,94.301896008,19968,1,moving,medium
944,94.402350626,20064,2,unstable,low
945,94.501906002,20064,2,unstable,low
946,94.60198971,19968,2,unstable,low
947,94.702477588,19968,2,unstable,low
948,94.801913241,19968,2,unstable,low
949,94.90207291,19968,2,unstable,low
950,95.002138086,20064,2,unstable,low
951,95.102147868,20064,2,unstable,low
952,95.201786819,19968,2,unstable,low
953,95.30202504,19968,0,stable,high
954,95.402863651,20064,0,stable,high
955,95.501839637,19968,0,stable,high
956,95.602079608,19968,0,stable,high
957,95.701897538,19968,0,stable,high
958,95.801910836,20064,0,stable,high
959,95.902298796,19968,1,moving,medium
960,96.001904105,19968,1,moving,medium
961,96.101911056,19968,1,moving,medium
962,96.202805055,20064,0,stable,high
963,96.301980312,19968,0,stable,high
964,96.402312564,19968,0,stable,high
965,96.502516094,20064,0,stable,high
966,96.601871761,19968,0,stable,high
967,96.702039925,20064,1,moving,medium
968,96.80307313,19968,0,stable,high
969,96.902349871,20064,0,stable,high
970,97.001872687,19968,0,stable,high
971,97.102162935,19968,0,stable,high
972,97.201887758,20064,0,stable,high
973,97.301967247,19968,1,moving,medium
974,97.402291762,19968,0,stable,high
975,97.502137814,19968,0,stable,high
976,97.601891509,19968,1,moving,medium
977,97.702259741,20064,1,moving,medium
978,97.80194207,20064,1,moving,medium
979,97.902343614,19872,0,stable,high
980,98.002212636,20064,0,stable,high
981,98.101876254,20064,1,moving,medium
982,98.201841236,19872,1,moving,medium
983,98.302405543,20064,0,stable,high
984,98.402030272,20064,0,stable,high
985,98.501908664,19872,0,stable,high
986,98.601969232,20064,0,stable,high
987,98.702512155,20064,0,stable,high
988,98.802137418,19968,0,stable,high
989,98.902033874,19968,0,stable,high
990,99.001867075,19968,0,stable,high
991,99.102340321,20064,0,stable,high
992,99.202271594,19968,0,stable,high
993,99.302070383,20064,0,stable,high
994,99.401830886,19872,0,stable,high
995,99.5021298,20064,0,stable,high
996,99.602033339,20064,0,stable,high
997,99.701882045,19872,0,stable,high
998,99.8020867,20064,0,stable,high
999,99.902092775,19968,0,stable,high
1000,100.002378525,20064,0,stable,high
1001,100.102131662,19968,0,stable,high
1002,100.202069952,20064,0,stable,high
1003,100.3023381,19968,0,stable,high
1004,100.402095939,19968,0,stable,high
1005,100.502036991,20064,0,stable,high
1006,100.602233579,19872,0,stable,high
1007,100.702006593,20064,0,stable,high
1008,100.802201255,20064,0,stable,high
1009,100.902203071,19872,0,stable,high
1010,101.002106944,20064,0,stable,high
1011,101.102082509,20064,0,stable,high
1012,101.202086996,19872,0,stable,high
1013,101.302206339,20064,0,stable,high
1014,101.402135758,19968,0,stable,high
1015,101.502046424,20064,0,stable,high
1016,101.60250788,19968,0,stable,high
1017,101.702070994,19968,0,stable,high
1018,101.802113554,19968,0,stable,high
1019,101.902503302,20064,0,stable,high
1020,102.002109153,19968,0,stable,high
1021,102.102068096,19968,0,stable,high
1022,102.202332322,20064,0,stable,high
1023,102.302160387,20064,0,stable,high
1024,102.402503788,19968,0,stable,high
1025,102.502822935,19968,0,stable,high
1026,102.602315819,20064,0,stable,high
1027,102.702196701,19872,0,stable,high
1028,102.802059245,20064,0,stable,high
1029,102.902162617,20064,0,stable,high
1030,103.002101992,19872,0,stable,high
1031,103.102726421,20160,0,stable,high
1032,103.202091437,19968,0,stable,high
1033,103.302133533,19968,0,stable,high
1034,103.402362683,19968,0,stable,high
1035,103.502082877,19968,0,stable,high
1036,103.602214174,19968,0,stable,high
1037,103.702559752,20064,0,stable,high
1038,103.802097581,19968,0,stable,high
1039,103.902138091,20064,0,stable,high
1040,104.002439067,20064,0,stable,high
1041,104.102193721,19968,0,stable,high
1042,104.202056284,19968,0,stable,high
1043,104.302243988,19968,0,stable,high
1044,104.402063395,19968,0,stable,high
1045,104.502110717,20064,0,stable,high
1046,104.602534695,19968,0,stable,high
1047,104.702153458,19968,0,stable,high
1048,104.802095119,19968,0,stable,high
1049,104.902405087,20064,0,stable,high
1050,105.002268363,19968,0,stable,high
1051,105.102152893,20064,0,stable,high
1052,105.202238727,19968,0,stable,high
1053,105.302115483,19968,0,stable,high
1054,105.402067969,19968,0,stable,high
1055,105.502003475,20064,0,stable,high
1056,105.602188598,20064,0,stable,high
1057,105.702224736,19872,0,stable,high
1058,105.802576303,20064,0,stable,high
1059,105.901880765,19968,0,stable,high
1060,106.002334237,20064,0,stable,high
1061,106.102081038,19968,0,stable,high
1062,106.201874682,19968,0,stable,high
1063,106.302139082,19968,0,stable,high
1064,106.401878838,20064,0,stable,high
1065,106.502155661,20064,0,stable,high
1066,106.602133688,19968,0,stable,high
